profile,module,result_source,scenario_id,category,subclass,success,completion_step,evidence_type,evidence_path,source_config,log_candidates
full,full,baseline,M1_05,M,M1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_05.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M1_05.json,1
full,full,baseline,M2_06,M,M2,True,3,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M2_06.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_06.json,1
full,full,baseline,M2_07,M,M2,True,2,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M2_07.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_07.json,1
full,full,baseline,M2_08,M,M2,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M2_08.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_08.json,1
full,full,baseline,M2_09,M,M2,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M2_09.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_09.json,1
full,full,baseline,M2_10,M,M2,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M2_10.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M2_10.json,1
full,full,baseline,M3_11,M,M3,True,15,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_11.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_11.json,1
full,full,baseline,M3_12,M,M3,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_12.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_12.json,1
full,full,baseline,M3_13,M,M3,True,10,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_13.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_13.json,1
full,full,baseline,M3_14,M,M3,True,10,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_14.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_14.json,1
full,full,baseline,M3_15,M,M3,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M3_15.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M3_15.json,1
full,full,baseline,M4_16,M,M4,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_16.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_16.json,0
full,full,baseline,M4_17,M,M4,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_17.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_17.json,0
full,full,baseline,M4_18,M,M4,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_18.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_18.json,0
full,full,baseline,M4_19,M,M4,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_19.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_19.json,0
full,full,baseline,M4_20,M,M4,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_20.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M4_20.json,0
full,full,baseline,P1_01,P,P1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_01.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_01.json,0
full,full,baseline,P1_02,P,P1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_02.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_02.json,0
full,full,baseline,P1_03,P,P1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_03.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_03.json,0
full,full,baseline,P1_04,P,P1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_04.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_04.json,0
full,full,baseline,P1_05,P,P1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_05.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P1_05.json,0
full,full,baseline,P2_06,P,P2,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_06.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_06.json,0
full,full,baseline,P2_07,P,P2,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_07.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_07.json,0
full,full,baseline,P2_08,P,P2,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_08.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_08.json,0
full,full,baseline,P2_09,P,P2,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_09.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_09.json,0
full,full,baseline,P2_10,P,P2,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_10.json,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P2_10.json,0
full,full,baseline,P3_11,P,P3,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_11.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_11.json,1
full,full,baseline,P3_12,P,P3,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_12.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_12.json,1
full,full,baseline,P3_13,P,P3,True,5,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_13.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_13.json,1
full,full,baseline,P3_14,P,P3,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_14.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_14.json,1
full,full,baseline,P3_15,P,P3,True,9,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_15.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_15.json,1
full,full,baseline,P3_16,P,P3,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_16.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_16.json,1
full,full,baseline,P3_17,P,P3,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_17.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_17.json,1
full,full,baseline,P3_18,P,P3,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_18.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_18.json,1
full,full,baseline,P3_19,P,P3,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_19.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_19.json,1
full,full,baseline,P3_20,P,P3,True,7,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_P3_20.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/p_class/P3_20.json,1
without_goal_reasoning,goal,ablation,G1_01,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G1_01/metrics.json,,
without_goal_reasoning,goal,ablation,G1_02,,,True,4.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G1_02/metrics.json,,
without_goal_reasoning,goal,ablation,G1_03,,,True,2.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G1_03/metrics.json,,
without_goal_reasoning,goal,ablation,G1_04,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G1_04/metrics.json,,
without_goal_reasoning,goal,ablation,G1_05,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G1_05/metrics.json,,
without_goal_reasoning,goal,ablation,G2_06,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G2_06/metrics.json,,
without_goal_reasoning,goal,ablation,G2_07,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G2_07/metrics.json,,
without_goal_reasoning,goal,ablation,G2_08,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G2_08/metrics.json,,
without_goal_reasoning,goal,ablation,G2_09,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G2_09/metrics.json,,
without_goal_reasoning,goal,ablation,G2_10,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G2_10/metrics.json,,
without_goal_reasoning,goal,ablation,G3_11,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G3_11/metrics.json,,
without_goal_reasoning,goal,ablation,G3_12,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G3_12/metrics.json,,
without_goal_reasoning,goal,ablation,G3_13,,,True,0.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G3_13/metrics.json,,
without_goal_reasoning,goal,ablation,G3_14,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G3_14/metrics.json,,
without_goal_reasoning,goal,ablation,G3_15,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G3_15/metrics.json,,
without_goal_reasoning,goal,ablation,G4_16,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G4_16/metrics.json,,
without_goal_reasoning,goal,ablation,G4_17,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G4_17/metrics.json,,
without_goal_reasoning,goal,ablation,G4_18,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G4_18/metrics.json,,
without_goal_reasoning,goal,ablation,G4_19,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G4_19/metrics.json,,
without_goal_reasoning,goal,ablation,G4_20,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_goal_reasoning/G4_20/metrics.json,,
without_intention,goal,baseline,G1_01,G,G1,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_01.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_01.json,1
without_intention,goal,baseline,G1_02,G,G1,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_02.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_02.json,1
without_intention,goal,baseline,G1_03,G,G1,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_03.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_03.json,1
without_intention,goal,baseline,G1_04,G,G1,True,2,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_04.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_04.json,1
without_intention,goal,baseline,G1_05,G,G1,True,8,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_05.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_05.json,1
without_intention,goal,baseline,G2_06,G,G2,True,3,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G2_06.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G2_06.json,1
without_intention,goal,baseline,G2_07,G,G2,True,5,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G2_07.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G2_07.json,1
without_intention,goal,baseline,G2_08,G,G2,True,2,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G2_08.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G2_08.json,1
without_intention,goal,baseline,G2_09,G,G2,True,9,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G2_09.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G2_09.json,1
without_intention,goal,baseline,G2_10,G,G2,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G2_10.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G2_10.json,1
without_intention,goal,ablation,G3_11,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G3_11/metrics.json,,
without_intention,goal,ablation,G3_12,,,True,0.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G3_12/metrics.json,,
without_intention,goal,ablation,G3_13,,,True,0.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G3_13/metrics.json,,
without_intention,goal,ablation,G3_14,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G3_14/metrics.json,,
without_intention,goal,ablation,G3_15,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G3_15/metrics.json,,
without_intention,goal,ablation,G4_16,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G4_16/metrics.json,,
without_intention,goal,ablation,G4_17,,,True,5.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G4_17/metrics.json,,
without_intention,goal,ablation,G4_18,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G4_18/metrics.json,,
without_intention,goal,ablation,G4_19,,,True,2.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G4_19/metrics.json,,
without_intention,goal,ablation,G4_20,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_intention/G4_20/metrics.json,,
without_parameter_binding,goal,baseline,G1_01,G,G1,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_01.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_01.json,1
without_parameter_binding,goal,baseline,G1_02,G,G1,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_02.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_02.json,1
without_parameter_binding,goal,baseline,G1_03,G,G1,True,1,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_03.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_03.json,1
without_parameter_binding,goal,baseline,G1_04,G,G1,True,2,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_04.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_04.json,1
without_parameter_binding,goal,baseline,G1_05,G,G1,True,8,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G1_05.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G1_05.json,1
without_parameter_binding,goal,ablation,G2_06,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_parameter_binding/G2_06/metrics.json,,
without_parameter_binding,goal,ablation,G2_07,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_parameter_binding/G2_07/metrics.json,,
without_parameter_binding,goal,ablation,G2_08,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_parameter_binding/G2_08/metrics.json,,
without_parameter_binding,goal,ablation,G2_09,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_parameter_binding/G2_09/metrics.json,,
without_parameter_binding,goal,ablation,G2_10,,,True,3.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_parameter_binding/G2_10/metrics.json,,
without_parameter_binding,goal,baseline,G3_11,G,G3,True,6,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G3_11.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_11.json,1
without_parameter_binding,goal,baseline,G3_12,G,G3,True,0,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G3_12.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_12.json,1
without_parameter_binding,goal,baseline,G3_13,G,G3,True,0,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G3_13.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_13.json,1
without_parameter_binding,goal,baseline,G3_14,G,G3,True,5,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G3_14.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_14.json,1
without_parameter_binding,goal,baseline,G3_15,G,G3,True,8,on_ask_policy,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G3_15.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G3_15.json,1
without_parameter_binding,goal,baseline,G4_16,G,G4,True,7,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G4_16.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G4_16.json,1
without_parameter_binding,goal,baseline,G4_17,G,G4,True,14,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G4_17.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G4_17.json,1
without_parameter_binding,goal,baseline,G4_18,G,G4,True,0,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G4_18.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G4_18.json,1
without_parameter_binding,goal,baseline,G4_19,G,G4,True,2,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G4_19.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G4_19.json,1
without_parameter_binding,goal,baseline,G4_20,G,G4,True,5,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_G4_20.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/g_class/G4_20.json,1
without_memory,memory,ablation,M1_01,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M1_01/metrics.json,,
without_memory,memory,ablation,M1_02,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M1_02/metrics.json,,
without_memory,memory,ablation,M1_03,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M1_03/metrics.json,,
without_memory,memory,ablation,M1_04,,,True,6.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M1_04/metrics.json,,
without_memory,memory,ablation,M1_05,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M1_05/metrics.json,,
without_memory,memory,ablation,M2_06,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M2_06/metrics.json,,
without_memory,memory,ablation,M2_07,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M2_07/metrics.json,,
without_memory,memory,ablation,M2_08,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M2_08/metrics.json,,
without_memory,memory,ablation,M2_09,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M2_09/metrics.json,,
without_memory,memory,ablation,M2_10,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M2_10/metrics.json,,
without_memory,memory,ablation,M3_11,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M3_11/metrics.json,,
without_memory,memory,ablation,M3_12,,,True,8.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M3_12/metrics.json,,
without_memory,memory,ablation,M3_13,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M3_13/metrics.json,,
without_memory,memory,ablation,M3_14,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M3_14/metrics.json,,
without_memory,memory,ablation,M3_15,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M3_15/metrics.json,,
without_memory,memory,ablation,M4_16,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M4_16/metrics.json,,
without_memory,memory,ablation,M4_17,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M4_17/metrics.json,,
without_memory,memory,ablation,M4_18,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M4_18/metrics.json,,
without_memory,memory,ablation,M4_19,,,True,1.0,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M4_19/metrics.json,,
without_memory,memory,ablation,M4_20,,,False,,ablation_metrics,evaluation/results/table3/robostate/runs/without_memory/M4_20/metrics.json,,
without_memory_structure,memory,baseline,M1_01,M,M1,True,4,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_01.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M1_01.json,1
without_memory_structure,memory,baseline,M1_02,M,M1,False,,no_success_evidence,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_02.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M1_02.json,1
without_memory_structure,memory,baseline,M1_03,M,M1,True,6,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_03.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M1_03.json,1
without_memory_structure,memory,baseline,M1_04,M,M1,True,8,goal_reached,/Users/rushy/program/virtualhome/evaluation/results/robostate/raw/run_M1_04.md,/Users/rushy/program/virtualhome/evaluation/configs/source_tasks/m_class/M1_04.json,1
